ID_cliente,Recencia,Frequencia,Valor,R_quartil,F_quartil,V_quartil,RFV_Score,acoes de marketing/crm
14214,30,5,1004.38,B,B,B,BBB,
14215,11,6,1789.72,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14216,3,4,1839.3,A,B,A,ABA,
14217,1,17,2004.98,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14218,42,1,169.48000000000002,B,D,D,BDD,
14219,4,1,89.94,A,D,D,ADD,
14220,247,2,632.4000000000001,D,C,C,DCC,
14221,42,9,3432.8,B,A,A,BAA,
14222,177,1,683.17,D,D,B,DDB,
14223,92,3,991.13,C,B,B,CBB,
14224,110,4,1050.12,C,B,B,CBB,
14226,28,5,2232.19,B,B,A,BBA,
14227,26,10,3350.96,B,A,A,BAA,
14229,51,4,1547.2,C,B,A,CBA,
14231,183,3,925.71,D,B,B,DBB,
14232,42,5,2048.07,B,B,A,BBA,
14233,49,4,1462.72,B,B,B,BBB,
14234,22,4,775.4599999999999,B,B,B,BBB,
14235,75,5,3144.86,C,B,A,CBA,
14236,80,2,490.86,C,C,C,CCC,
14237,373,1,161.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14238,326,1,146.85,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14239,43,11,2380.85,B,A,A,BAA,
14240,30,2,890.34,B,C,B,BCB,
14241,183,1,213.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14242,234,2,280.54999999999995,D,C,D,DCD,
14243,8,10,2588.77,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14245,219,2,1693.45,D,C,A,DCA,
14246,110,3,1474.06,C,B,B,CBB,
14247,278,1,136.76999999999998,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14248,318,1,302.58,D,D,C,DDC,
14250,7,3,1904.05,A,B,A,ABA,
14251,1,5,2879.7,A,B,A,ABA,
14256,260,2,969.06,D,C,B,DCB,
14257,64,5,3099.7200000000003,C,B,A,CBA,
14258,9,8,9549.76,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14259,141,1,120.0,C,D,D,CDD,
14261,50,2,1163.45,B,C,B,BCB,
14262,8,8,2618.23,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14264,154,2,333.97,D,C,C,DCC,
14267,162,3,1516.24,D,B,B,DBB,
14270,331,1,492.65,D,D,C,DDC,
14271,225,1,112.32,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14272,73,2,437.96000000000004,C,C,C,CCC,
14273,51,4,559.97,C,B,C,CBC,
14276,98,3,1119.74,C,B,B,CBB,
14280,196,1,134.04,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14282,3,15,3729.34,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14284,30,2,595.25,B,C,C,BCC,
14285,21,3,1904.1100000000001,B,B,A,BBA,
14286,23,2,2578.67,B,C,A,BCA,
14287,8,3,176.63,A,B,D,ABD,
14288,213,1,426.6,D,D,C,DDC,
14289,8,6,911.26,A,A,B,AAB,
14290,11,5,2314.65,A,B,A,ABA,
14291,1,11,3883.25,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14292,7,9,4871.93,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14293,3,4,1046.56,A,B,B,ABB,
14295,40,1,166.20000000000002,B,D,D,BDD,
14297,17,4,1305.33,A,B,B,ABB,
14298,8,37,25164.08,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14299,8,9,3965.62,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14300,18,1,43.2,B,D,D,BDD,
14301,117,1,640.14,C,D,C,CDC,
14304,222,1,383.45,D,D,C,DDC,
14305,71,2,1854.71,C,C,A,CCA,
14306,51,2,2093.32,C,C,A,CCA,
14307,88,6,2995.7200000000003,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14309,8,9,2352.53,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14311,242,1,310.26,D,D,C,DDC,
14312,46,6,1611.5900000000001,B,A,A,BAA,
14314,106,1,120.0,C,D,D,CDD,
14315,44,6,2481.13,B,A,A,BAA,
14317,64,1,508.58,C,D,C,CDC,
14320,206,2,477.78999999999996,D,C,C,DCC,
14321,10,5,1530.75,A,B,B,ABB,
14323,114,2,605.06,C,C,C,CCC,
14326,242,1,183.85,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14327,163,1,311.65,D,D,C,DDC,
14329,17,7,5014.84,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14331,124,2,462.66,C,C,C,CCC,
14332,22,3,866.3100000000001,B,B,B,BBB,
14333,67,1,415.2,C,D,C,CDC,
14334,16,8,2552.21,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14336,16,4,1614.91,A,B,A,ABA,
14338,196,1,579.97,D,D,C,DDC,
14339,242,1,309.52,D,D,C,DDC,
14340,218,1,134.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14341,45,8,2182.28,B,A,A,BAA,
14342,21,4,668.5600000000001,B,B,B,BBB,
14344,127,8,889.9300000000001,C,A,B,CAB,
14345,38,1,108.98,B,D,D,BDD,
14346,120,2,1021.5799999999999,C,C,B,CCB,
14348,260,1,409.57,D,D,C,DDC,
14349,10,1,133.5,A,D,D,ADD,
14350,274,1,282.93,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14351,164,1,51.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14352,157,4,1078.96,D,B,B,DBB,
14353,215,1,90.6,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14354,5,2,163.62,A,C,D,ACD,
14355,365,1,174.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14356,79,2,701.23,C,C,B,CCB,
14357,43,1,225.77,B,D,D,BDD,
14359,19,3,912.1800000000001,B,B,B,BBB,
14360,31,4,2128.23,B,B,A,BBA,
14362,22,1,161.2,B,D,D,BDD,
14364,108,8,3717.35,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14367,8,16,9261.52,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14368,319,1,155.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14371,295,1,100.5,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14373,358,1,76.55,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14375,185,1,257.68,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14377,191,2,617.05,D,C,C,DCC,
14379,44,2,348.1,B,C,C,BCC,
14381,52,1,202.68,C,D,D,CDD,
14382,26,1,626.0699999999999,B,D,C,BDC,
14383,38,3,1247.69,B,B,B,BBB,
14385,9,3,202.10999999999999,A,B,D,ABD,
14386,296,1,142.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14387,32,3,1770.56,B,B,A,BBA,
14388,10,8,3212.84,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14389,65,2,1043.46,C,C,B,CCB,
14390,10,8,4648.14,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14393,218,1,67.95,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14395,2,9,3507.71,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14396,65,2,487.99,C,C,C,CCC,
14397,2,19,2612.96,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14400,149,1,574.7,D,D,C,DDC,
14401,4,13,4051.48,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14403,130,4,1475.81,C,B,B,CBB,
14404,33,6,1474.32,B,A,B,BAB,
14406,119,1,156.75,C,D,D,CDD,
14407,107,6,2157.73,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14408,10,7,2606.53,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14409,71,6,2059.4500000000003,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14410,92,8,1100.96,C,A,B,CAB,
14411,310,1,1063.0,D,D,B,DDB,
14412,42,2,770.03,B,C,B,BCB,
14413,362,1,122.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14414,91,7,1496.98,C,A,B,CAB,
14415,1,13,5900.280000000001,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14416,22,2,490.22,B,C,C,BCC,
14418,3,3,1937.25,A,B,A,ABA,
14419,10,6,1058.06,A,A,B,AAB,
14420,99,1,387.52,C,D,C,CDC,
14421,57,2,813.11,C,C,B,CCB,
14422,0,6,4263.64,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14423,218,1,265.2,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14424,17,1,322.08,A,D,C,ADC,
14426,23,10,4481.67,B,A,A,BAA,
14427,50,2,363.34000000000003,B,C,C,BCC,
14428,7,5,1244.83,A,B,B,ABB,
14431,302,1,470.36,D,D,C,DDC,
14432,9,6,2255.51,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14434,21,6,1372.8,B,A,B,BAB,
14436,98,1,89.06,C,D,D,CDD,
14437,365,1,63.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14438,306,1,131.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14440,8,5,2357.6800000000003,A,B,A,ABA,
14441,0,4,1712.89,A,B,A,ABA,
14443,53,4,1420.2,C,B,B,CBB,
14446,0,4,1039.58,A,B,B,ABB,
14447,18,5,1163.23,B,B,B,BBB,
14448,9,2,375.35,A,C,C,ACC,
14449,18,4,907.1,B,B,B,BBB,
14450,180,3,483.25,D,B,C,DBC,
14451,60,2,662.5899999999999,C,C,B,CCB,
14452,10,2,264.44,A,C,D,ACD,
14453,190,1,119.93,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14456,5,9,3062.4,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14457,310,1,113.64,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14459,155,1,1837.92,D,D,A,DDA,
14460,110,3,434.34,C,B,C,CBC,
14461,148,3,2103.06,D,B,A,DBA,
14462,66,11,2004.02,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14463,98,3,529.62,C,B,C,CBC,
14465,246,3,1058.62,D,B,B,DBB,
14466,29,7,2272.4,B,A,A,BAA,
14467,17,4,598.76,A,B,C,ABC,
14470,11,2,461.19,A,C,C,ACC,
14472,103,8,1936.8400000000001,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14473,74,2,234.34000000000003,C,C,D,CCD,
14474,46,1,547.66,B,D,C,BDC,
14475,71,3,925.85,C,B,B,CBB,
14476,257,1,215.7,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14477,19,4,1309.6,B,B,B,BBB,
14479,253,2,316.25,D,C,C,DCC,
14480,11,1,279.05,A,D,D,ADD,
14481,164,2,636.51,D,C,C,DCC,
14482,18,6,2068.15,B,A,A,BAA,
14483,281,1,137.1,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14484,50,1,321.92,B,D,C,BDC,
14485,38,1,165.75,B,D,D,BDD,
14487,26,6,1196.3300000000002,B,A,B,BAB,
14488,67,1,1064.28,C,D,B,CDB,
14489,207,1,463.38,D,D,C,DDC,
14491,175,2,340.93,D,C,C,DCC,
14493,7,5,2383.24,A,B,A,ABA,
14494,25,1,139.56,B,D,D,BDD,
14495,50,2,123.80000000000001,B,C,D,BCD,
14496,311,2,538.8100000000001,D,C,C,DCC,
14497,309,1,475.37,D,D,C,DDC,
14498,42,5,1957.32,B,B,A,BBA,
14499,26,3,815.3199999999999,B,B,B,BBB,
14500,88,3,356.85,C,B,C,CBC,
14501,183,2,251.21,D,C,D,DCD,
14502,19,11,2470.67,B,A,A,BAA,
14503,3,6,3543.26,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14504,47,4,673.26,B,B,B,BBB,
14505,17,8,5905.64,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14506,17,5,2012.17,A,B,A,ABA,
14507,23,6,1383.18,B,A,B,BAB,
14508,22,2,276.42,B,C,D,BCD,
14511,11,5,1314.81,A,B,B,ABB,
14512,187,2,275.28,D,C,D,DCD,
14513,100,3,455.59000000000003,C,B,C,CBC,
14514,61,4,1055.35,C,B,B,CBB,
14515,17,6,2102.09,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14517,33,2,330.45,B,C,C,BCC,
14518,64,1,174.37,C,D,D,CDD,
14520,1,2,270.6,A,C,D,ACD,
14522,24,4,974.54,B,B,B,BBB,
14523,108,1,241.09,C,D,D,CDD,
14524,31,9,1867.68,B,A,A,BAA,
14525,19,9,4332.2,B,A,A,BAA,
14527,2,55,8508.82,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14528,37,1,364.22,B,D,C,BDC,
14529,60,3,620.04,C,B,C,CBC,
14530,25,6,2925.91,B,A,A,BAA,
14532,236,4,932.8499999999999,D,B,B,DBB,
14533,24,7,1949.72,B,A,A,BAA,
14534,2,18,4447.05,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14535,60,3,2864.19,C,B,A,CBA,
14536,259,1,171.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14537,57,1,355.56,C,D,C,CDC,
14538,64,2,388.25,C,C,C,CCC,
14539,15,2,537.48,A,C,C,ACC,
14540,9,3,996.26,A,B,B,ABB,
14541,58,8,1461.65,C,A,B,CAB,
14542,185,1,103.25,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14543,28,16,3630.33,B,A,A,BAA,
14544,24,2,2024.45,B,C,A,BCA,
14546,5,5,2578.09,A,B,A,ABA,
14547,3,8,4007.54,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14548,150,2,652.8,D,C,B,DCB,
14549,311,1,289.24,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14550,10,2,765.62,A,C,B,ACB,
14551,18,2,186.23000000000002,B,C,D,BCD,
14552,151,1,165.07,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14553,19,5,859.27,B,B,B,BBB,
14554,10,4,2381.04,A,B,A,ABA,
14555,57,2,324.14,C,C,C,CCC,
14557,85,1,788.38,C,D,B,CDB,
14560,7,22,2237.77,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14561,75,3,1080.76,C,B,B,CBB,
14562,3,18,5074.77,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14565,95,4,3099.12,C,B,A,CBA,
14567,56,2,1530.3600000000001,C,C,B,CCB,
14569,1,1,227.39,A,D,D,ADD,
14570,280,2,218.06,D,C,D,DCD,
14572,3,7,2832.84,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14573,179,8,1651.47,D,A,A,DAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14576,372,1,35.400000000000006,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14577,12,4,859.71,A,B,B,ABB,
14578,3,1,168.63,A,D,D,ADD,
14581,16,1,138.6,A,D,D,ADD,
14582,40,1,114.11,B,D,D,BDD,
14583,5,5,1052.55,A,B,B,ABB,
14584,169,4,1042.26,D,B,B,DBB,
14585,50,1,157.05,B,D,D,BDD,
14586,276,1,237.36,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14587,18,9,1601.1399999999999,B,A,A,BAA,
14589,371,1,39.75,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14591,15,4,1447.14,A,B,B,ABB,
14592,35,3,570.46,B,B,C,BBC,
14593,21,3,617.99,B,B,C,BBC,
14594,7,2,379.83,A,C,C,ACC,
14595,19,6,1740.6,B,A,A,BAA,
14597,11,2,883.15,A,C,B,ACB,
14598,44,1,221.97,B,D,D,BDD,
14600,305,1,393.33,D,D,C,DDC,
14601,10,1,213.96,A,D,D,ADD,
14603,274,1,660.0,D,D,B,DDB,
14606,1,93,12145.18,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14607,15,11,9421.1,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14608,4,4,1785.15,A,B,A,ABA,
14609,72,4,601.56,C,B,C,CBC,
14616,242,3,406.08000000000004,D,B,C,DBC,
14618,9,3,553.44,A,B,C,ABC,
14619,245,1,394.44,D,D,C,DDC,
14620,205,2,412.78,D,C,C,DCC,
14621,1,5,1788.3600000000001,A,B,A,ABA,
14622,184,1,320.58000000000004,D,D,C,DDC,
14623,32,5,889.25,B,B,B,BBB,
14624,57,2,225.85,C,C,D,CCD,
14625,196,2,899.63,D,C,B,DCB,
14626,23,4,2791.27,B,B,A,BBA,
14628,91,2,671.96,C,C,B,CCB,
14629,4,2,959.01,A,C,B,ACB,
14631,50,3,1006.98,B,B,B,BBB,
14632,262,1,114.56,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14633,266,1,344.90000000000003,D,D,C,DDC,
14636,36,2,609.85,B,C,C,BCC,
14638,50,1,443.6,B,D,C,BDC,
14639,52,6,2984.49,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
14640,24,6,2125.08,B,A,A,BAA,
14641,21,1,110.46,B,D,D,BDD,
14642,58,1,96.12,C,D,D,CDD,
14643,170,2,693.81,D,C,B,DCB,
14644,67,2,830.76,C,C,B,CCB,
14645,156,2,597.09,D,C,C,DCC,
14647,201,1,243.22,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14649,4,4,1417.29,A,B,B,ABB,
14651,67,2,654.6,C,C,B,CCB,
14652,77,1,114.18,C,D,D,CDD,
14653,1,8,1947.55,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14655,8,4,1932.23,A,B,A,ABA,
14656,169,2,291.05,D,C,D,DCD,
14657,17,4,848.22,A,B,B,ABB,
14658,5,2,247.15,A,C,D,ACD,
14659,8,9,2529.93,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14660,86,2,285.74,C,C,D,CCD,
14661,26,1,107.95,B,D,D,BDD,
14662,28,4,771.1700000000001,B,B,B,BBB,
14664,19,2,637.89,B,C,C,BCC,
14665,60,5,1835.6999999999998,C,B,A,CBA,
14666,24,1,195.25,B,D,D,BDD,
14667,10,25,9241.2,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14669,241,3,1269.99,D,B,B,DBB,
14670,280,2,411.53,D,C,C,DCC,
14672,234,2,765.55,D,C,B,DCB,
14673,3,5,1736.4,A,B,A,ABA,
14675,16,1,604.75,A,D,C,ADC,
14676,31,6,2548.2400000000002,B,A,A,BAA,
14680,25,9,10045.42,B,A,A,BAA,
14681,71,3,498.95,C,B,C,CBC,
14682,187,2,52.0,D,C,D,DCD,
14684,25,5,1236.28,B,B,B,BBB,
14687,106,1,628.38,C,D,C,CDC,
14688,7,21,5630.87,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14689,208,1,112.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14690,44,2,371.70000000000005,B,C,C,BCC,
14691,30,5,2114.33,B,B,A,BBA,
14692,137,4,591.5500000000001,C,B,C,CBC,
14693,264,1,172.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14696,4,7,2078.9500000000003,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14697,218,2,188.60999999999999,D,C,D,DCD,
14698,1,5,1250.76,A,B,B,ABB,
14699,214,1,109.13,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14700,32,3,2235.2999999999997,B,B,A,BBA,
14701,10,8,2542.42,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14702,1,17,3292.14,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14703,14,1,318.17,A,D,C,ADC,
14704,11,9,1546.91,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14705,198,1,179.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14708,2,3,1126.37,A,B,B,ABB,
14709,15,13,4921.04,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14710,14,4,606.13,A,B,C,ABC,
14711,10,11,2868.8,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14712,29,3,917.07,B,B,B,BBB,
14713,9,11,2666.36,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14714,24,1,160.19,B,D,D,BDD,
14715,24,4,867.38,B,B,B,BBB,
14716,43,2,329.68,B,C,C,BCC,
14719,1,5,1602.13,A,B,A,ABA,
14720,5,3,663.8100000000001,A,B,B,ABB,
14722,147,1,187.92,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14723,10,6,1158.3,A,A,B,AAB,
14725,24,1,718.08,B,D,B,BDB,
14727,274,1,268.58,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
14729,373,1,313.49,D,D,C,DDC,
14730,1,8,2005.06,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14731,47,3,380.02,B,B,C,BBC,
14732,8,8,2702.4900000000002,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14733,16,12,9585.91,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14735,3,32,6065.6900000000005,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14737,3,3,1164.55,A,B,B,ABB,
14738,42,7,1314.45,B,A,B,BAB,
14739,4,7,3902.2799999999997,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14740,197,3,1448.21,D,B,B,DBB,
14741,11,6,1400.34,A,A,B,AAB,
14744,16,6,1099.43,A,A,B,AAB,
14745,112,5,1220.26,C,B,B,CBB,
14747,249,1,328.2,D,D,C,DDC,
14748,29,5,1415.75,B,B,B,BBB,
14752,43,1,389.64,B,D,C,BDC,
14753,87,1,563.15,C,D,C,CDC,
14754,44,2,638.05,B,C,C,BCC,
14755,9,11,5010.28,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
14756,15,1,738.96,A,D,B,ADB,
14757,75,1,420.5,C,D,C,CDC,
14758,144,4,1484.06,D,B,B,DBB,
14759,4,3,1625.97,A,B,A,ABA,
